国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
0.01262256941,0.4392689125,0.3817849474,0.4668790812,-0.04022081179,-0.1929383269,-0.1811160299,0.5596857219,0.6686355496,0.1155134405,-0.01096401913,0.2419342623
-1.174398327,-0.8656528275,-0.588548944,0.2508307666,-1.575212619,-1.307765004,-0.192353736,-0.3965875445,2.19253532,-1.618403232,1.296644338,-1.805236828
-0.6994262086,-1.424007671,-1.067951325,-0.7142684435,-1.964525492,-0.9146375901,-0.2322571998,-3.661940864,-1.878597573,0.527821498,-0.4099713401,-0.2846964623
0.8250002031,0.6278690734,-1.685716589,-0.5317493685,0.8991633176,-0.07907473046,0.8032892612,0.903657624,-1.321508093,0.7124145514,-0.6692536021,0.5907577878
0.8399524694,0.6107156623,0.2377715291,0.6596647484,-1.223595316,-1.260474054,-0.9086029788,-1.369409125,0.1984399963,1.087903566,1.091049838,-0.3671016922
0.225858513,0.9550896647,-1.307235664,1.371270165,0.6723522336,1.550228843,-0.2041617664,0.7892758955,-0.03463525808,0.4046978652,-0.3736186434,1.443433204
-0.3508117749,-1.1939638,0.2492480322,0.4588255149,1.776730953,1.561778082,0.9898008238,1.182741568,2.406593171,0.8546686272,1.565762688,-0.2122070235
-0.3533496228,-0.7588790216,-1.130864023,-0.4128014738,-0.6269658243,-0.7893186514,-1.694418041,-0.2413132797,-1.007669971,0.1873353002,-0.7316242281,0.555729662
1.373752718,1.601739134,0.4182605146,0.8247943893,1.100243922,1.113546425,-0.05614829873,0.4936313731,2.430692078,0.008243271391,0.2525461596,2.437975444
1.611983233,-0.003431943595,-0.7972566636,-1.963838473,1.117362814,1.235955794,1.437073504,0.7425991221,-0.0007723621005,0.6446312591,-0.06064404212,1.119299761
1.435706165,1.205399628,0.443715255,0.4999126026,-0.4497961642,1.703813175,0.2649263964,1.501821656,0.3705388867,1.18668114,1.186501278,0.5329212164
-0.4002112949,1.076589736,-1.554537376,-0.2897344284,0.5357338315,1.724757855,1.230340041,1.312759656,0.1453980746,1.534651139,1.78445621,2.262875718
-0.8005083921,0.5971684391,0.7437444967,0.5909625855,-1.738249903,-0.9845469942,-0.1681888609,0.8917729674,-0.5191743933,-0.2913460298,-0.3868994721,0.1668816852
0.2140722027,1.16539792,-0.3700769383,-0.5501564894,-0.3960445762,-0.2826561321,-0.6492118335,0.6864232147,1.127572722,2.037605244,1.400641434,0.02326323965
0.5201582574,-0.03907819319,-1.143001134,-1.117799735,-0.5922860557,-1.036999585,-0.4143178929,2.423608227,1.124572101,-1.109609622,1.862388541,-0.5962428007
1.414679235,-0.6163516965,-0.4930690685,0.4697698558,-0.8622066119,1.008331612,0.0824770814,1.074110527,1.374883399,2.140714379,-0.8851509415,1.232204693
0.4836843167,-0.6541848654,0.4728940919,0.3231122825,-1.282502631,0.5873031318,0.7735087187,0.2313842608,0.4552551409,1.476314859,-0.4622078322,0.5234665004
0.9902867133,0.2446353775,0.8281404682,0.2371615298,1.031799319,-0.232189834,0.2974467109,-0.8991220439,-1.840466562,-0.5212248534,-0.7716240132,-0.7644665921
0.4609683397,1.059317821,1.736975976,1.1768595,0.3088200934,0.258552994,0.7838292673,0.2286139984,1.36218228,-1.039135398,0.7921206885,0.380738376
-1.044452154,-1.390333045,-0.006862278771,0.1325329354,-1.673171498,-0.609245712,0.1978359768,1.217567835,-0.2153039495,0.5669044132,-0.0471495466,0.04240078145
0.3606994539,-1.281353817,-0.1866812737,0.6949223599,-0.3258179016,-2.971335814,-2.430392049,-0.9027624746,-0.8226775465,0.7068341916,-0.7973286874,-0.6485680189
1.424061253,-0.4767362657,0.2376351878,0.628632105,-1.243707001,1.051794722,0.2470711125,1.019047945,1.320833577,-0.01284292484,0.8182723898,-1.437651255
-0.5435389817,1.162273014,-0.384753236,0.912765294,-1.096908089,0.1050051464,0.6852304937,1.384545792,1.679408964,1.039823952,1.515079993,0.4334500077
-0.5527794826,0.3632160678,-0.1825441704,-0.4785489982,-0.8912732702,-3.043632881,-0.9384180192,1.824648409,1.534364681,0.3541360676,1.058855352,-0.4125750762
-0.2110448784,0.7069498895,0.8014300488,0.4767200288,-0.05892557078,-0.427484405,-0.6933831389,-0.1740759556,-0.256451126,0.009654640274,0.7481402146,-1.71792117
0.7294668292,0.1029400888,0.5571198642,0.505010544,0.6318945344,1.507511028,-0.8654318273,-0.81757766,-0.9779753722,-0.3171723179,-0.02644439573,-1.222084655
-0.2085208857,0.6249319105,0.5707136916,1.278720486,-0.2619904984,-2.140256398,0.1174208773,0.5600712542,-0.5939473616,-0.8214617913,-0.5563241289,0.4833168772
-1.615713388,-2.144363194,-0.2242474155,-1.596927297,-0.3844996938,-0.6994428945,0.1535585081,-0.6178351992,-0.4444185316,-0.7689579866,-1.318328362,-1.036981554
-0.8153596691,0.9330810654,0.09041710964,-0.5291144784,-0.01408839614,1.32376717,0.4292064242,-0.05203840846,0.8494856712,2.555411197,-1.235329705,0.4714617282
0.9410865624,1.521822737,1.28862927,0.7071442114,0.365505712,-0.8636736798,-0.4809521004,1.155451337,0.1695931374,0.7104117986,1.022233665,0.5898750681
0.04267271157,-0.651742649,1.04957902,1.264980298,-0.2974911516,-0.8248851018,0.3614344333,-1.314150669,0.1998942106,0.4269179927,0.9530120401,1.728384677
0.08192285794,0.0767578391,-0.655863362,-1.124002146,-1.147677283,1.087748035,-0.9035689575,-0.4884273021,-1.106814017,-1.143092546,-0.4097589183,1.114983055
0.7512930018,-0.296109841,-0.8366934494,-0.9109424809,0.8845737495,0.2653785233,0.02627554837,-1.812633939,0.2596128288,-0.1199319014,-1.175972074,0.4490156154
-1.240378155,0.5953371316,-0.6139581397,-0.3095555587,-0.01822507875,1.137831497,2.101273693,-0.2584402419,0.978302783,1.173410019,1.585279525,1.562875598
0.8517102181,0.1117490385,0.4045607296,-0.1758704958,-0.090078007,-0.8321704111,-0.4969308652,1.546192559,0.8273439252,-1.718014768,-0.06076886945,1.187034254
0.1428549647,0.09362015385,0.1711108668,0.5762292641,0.7881480428,0.9634441499,0.5512898382,2.084362041,0.2460894862,0.4748008264,-0.06996484034,2.709540332
-1.17436995,0.1433752114,0.5121748014,-1.225462554,-1.282021434,-0.9137138784,-1.57837621,0.6585058375,0.353040728,0.1931966755,0.4178879651,-0.08235955709
-0.6261134982,-1.615117851,1.364157046,0.7492979309,1.127721014,0.6743365984,0.8447847288,-0.06569342178,1.115039409,-1.003459008,0.2255052914,-0.4661538555
-0.8621930688,0.594425004,-0.3860183122,1.430341808,0.08841153618,0.9172244213,2.991380206,-0.4038357554,-0.4308056879,0.787441322,-0.9762604524,-0.5721518594
-0.5812375968,0.4490117132,-0.3858150463,-0.3050867871,-0.6890002133,0.5523475148,1.04188291,-0.7361381715,-1.016482451,-0.4507713215,0.3997415287,-0.09018803788
-0.6075499805,-0.06797000548,-0.008335985782,-0.4574669259,1.088054437,0.4147124727,0.7297483036,-0.281828345,-0.2285959503,1.625958835,0.5412353732,1.282441151
0.2253393089,0.6809026201,-0.6146252837,-0.3459509941,2.450750726,0.166179719,1.051844573,-0.7467155865,-1.368207969,-0.3658947109,-0.5346683603,-0.5270775944
1.552953295,1.765909718,2.30753514,-0.8210395264,0.4001565482,0.05227010641,0.5424457991,0.9461789377,0.1977056809,-0.2255506695,0.1445702734,1.140134124
0.919148168,-0.09577153529,-0.07011972901,-0.3183922304,0.4734627117,-0.471336358,1.321568372,0.6334419246,1.545999417,0.2879626713,0.4684644156,1.61031178
0.3060420135,0.8894955404,0.1610497794,-0.7265076839,0.4275586532,1.911289582,0.6331841083,-0.3140861876,1.046074139,1.451054307,0.7004068957,0.7360199631
0.3063401499,1.023861062,0.2066603605,1.046591838,0.9258111915,1.704446821,2.178425214,0.03624196351,-0.2427893733,0.3825852685,0.3713451611,1.105878446
-0.1851369789,0.137202614,-0.5321673375,0.1076928561,-1.384687953,-0.8529369845,-0.9850447674,0.3528314377,0.3921138252,-0.6688954328,0.5154654315,-0.1673476466
-1.25350621,-1.267824321,-0.665325113,-1.155314306,0.3380981378,-1.924585329,-1.082970544,1.221738801,0.4947029779,-1.160175314,1.174609618,-0.8351123934
-1.582085654,-0.4059834245,1.888558392,-1.113034925,0.001794128095,0.785981231,0.3745479622,0.5164617146,0.5820956861,0.1254784851,-0.4274317264,0.715126514
1.556009537,0.7056399989,0.3579817107,-0.598961206,1.021936946,2.348396482,0.6839408183,0.9747916897,0.3988051331,1.573691463,-0.6669212119,1.958284785
0.3924284257,-1.320454575,-0.04592371468,-0.3665593105,-0.9977217863,-1.768038194,-0.9853381214,-0.6166188689,1.811062012,-0.7322070532,-0.05036342206,-0.398941589
0.3666266787,-0.492421462,1.616721043,0.3326971899,0.7218299776,-1.781303957,0.8984042495,-0.2431013707,0.9703447212,-0.9608142284,0.2562943728,0.34413491
-1.332574002,-0.8709266524,0.3552998903,-1.324490138,-0.162895119,-0.7786851549,-1.158693871,0.06759183963,-0.8386545917,0.3122472806,-1.973645777,-0.8792866499
-1.561802656,-1.225077736,1.021069153,-0.5366634817,-0.799285214,0.2995956419,-1.32569008,-1.063340532,-1.360160712,0.1562188789,-0.6734252516,-1.269751157
0.9715727205,0.3423834255,1.731079659,0.361569985,0.01812962647,0.8297569229,-0.8870051844,-0.4088843107,-1.080133567,0.2426368077,-0.9737183198,0.6975138399
-0.8430462233,-0.2793653332,-0.6887680818,0.175300871,0.08357410688,0.9562632544,1.291883866,0.6003997246,-0.1467476546,-0.5474566683,0.7538761118,0.4654543988
0.3332670829,0.969841871,0.9195810702,-0.6290369091,-0.7660038149,1.650683291,0.05178045117,0.6593331522,0.7711197993,1.030578321,1.383925598,1.665850414
0.2871781059,0.9989593111,-0.619881095,-0.3593394444,-1.036333506,0.517515435,-0.01542579779,0.1974942912,0.3907104883,0.5269811936,-0.7967573542,-0.2578495778
0.353858139,-0.5917808806,0.6783480985,0.3917650943,-0.1470765993,-1.034804908,-1.270206267,-0.3219852758,-0.02702497949,0.5927332869,-0.1505357174,0.3575272967
1.347398577,-0.003326511152,0.7411023155,-1.105307122,-0.5883886419,-0.2562091706,0.7040384172,-0.06774620465,-0.3747194157,-0.67980187,-1.417116816,-0.8001009522
-0.8081109428,0.2140073992,0.7836790214,0.2253011593,-0.9731636684,-1.54837526,0.4023134801,-0.08430517181,-0.6735335391,-1.299313989,0.5761211004,0.03839766137
0.4596180375,-1.15424627,-1.513730679,-0.4824010654,-1.101934824,1.510654682,-0.1263779116,-0.2025922257,-0.5408534429,0.8206994766,1.088478755,0.003500769222
1.133818816,0.4685276173,0.4999257858,1.072156627,-1.500764229,0.4798505168,-0.2590352166,-0.3701295757,0.529205433,0.8335978605,-1.253184401,-0.2336151324
0.1230689446,0.8317901161,0.6505757018,-0.01318750655,-0.5630047773,0.1289661138,0.302049553,2.218498299,0.8589331642,2.753965999,1.456411227,-1.438313182
-1.868731423,-1.459327966,-1.535102988,-1.453343947,-0.830821206,-0.7600095154,-2.788054581,-0.6128892631,0.7943994073,-1.266066187,0.2681978775,-1.664325538
1.028959962,0.4533545346,1.351000934,-2.824447206,2.252923937,0.06466529488,-0.0485830698,0.116819924,0.2014722506,-1.427320044,-0.7114120767,-0.6485586746
-0.2749645562,0.4843477516,0.6572810674,-0.06177893165,1.408366841,0.8859164881,0.5562057802,0.4123398246,0.8229587945,0.6808567115,1.773471259,0.2221241749
-0.559818109,-0.3258556076,0.8933859361,-0.9688330168,-0.4930345773,-0.8167655208,-1.068628564,-1.559747897,-0.1572491624,-0.5194553792,0.3962032055,-0.2653387093
-0.5688166617,1.074821891,-0.7131068561,-0.167320191,1.230873014,0.6899623737,1.639827818,0.5409494003,-0.5489873585,0.2575945842,0.06771885268,0.5849084973
1.295642556,-0.9101678812,-0.03139562513,-1.615000106,1.539863246,-0.8647636621,-0.5664765037,0.2756915323,0.008456007761,0.8032671284,0.310595614,-1.766880231
1.804799183,-1.263262797,0.76823782,0.2791840205,0.5376376874,0.126775711,-0.6741872245,-0.4263050579,-0.6514186213,0.2031313259,0.9041352496,0.7964727459
-0.6209573728,0.5400080073,1.29873585,0.2722275876,-1.170903061,0.6871608762,-0.3244637695,0.6628707259,-0.8811676066,-0.09691173101,-0.6838953122,-0.354190829
0.4906744465,-0.183514201,-0.3337292217,0.04222656095,-1.275079503,0.1584278094,-0.9308923175,-0.8870245565,-0.414286619,-1.814611542,0.745768833,-0.3894529629
1.071581631,1.550539671,1.228984998,-0.2509651222,-0.4209754603,-0.06818604678,-0.5321991992,1.041542799,2.520982948,0.4624214377,0.8787918063,-0.2884081218
0.0518762892,-0.509142098,-0.08393369801,0.6000826522,-1.608837323,-0.1687872414,1.815529003,-1.090636727,-1.302159432,1.332498873,-0.7032823682,0.3680715908
-0.09379508648,1.751395457,-0.4275896385,-0.664222712,-0.03845208665,-0.3928448233,-0.5879007765,0.905419752,0.5949517421,0.1553053907,-0.1266663963,-0.3160754186
0.4808411678,-1.903307727,0.2280934303,0.4763549743,0.02094928789,0.3412509323,0.4788358271,-0.6504193797,-1.184829251,-0.5588747542,-0.05191264518,0.6497084507
1.637898419,0.7873354654,-0.8283413779,0.962213203,-1.576232834,-0.8384792427,0.03675840416,0.5611763964,-0.7558370691,1.871846303,0.3676409412,-0.8079643248
0.2459564914,-1.606083808,0.3324939305,-0.2087200023,0.3528329747,0.4882491848,-0.05452197419,0.8037466108,1.375496987,0.8193463774,0.2916225734,0.1614712588
1.861416662,-0.4880585462,-1.070982453,-0.2920648824,-0.006821865953,0.2152153197,0.008578239925,-0.05952475436,0.6599020935,-0.5861951063,1.331472512,-1.290332138
0.6567406464,0.5532489603,1.547828345,2.537983311,1.054682974,-0.391788618,0.162081408,2.583333996,-1.257097411,-0.768291829,2.759954491,0.3019534761
0.4911546172,0.395993226,-0.2811490077,-0.852755063,-1.587716636,-1.16523614,-0.03277978374,-0.6956843637,0.7053172665,-0.9795000183,-0.6012072184,-0.7822688115
-0.7437127473,-0.5122352138,-0.4860656571,0.6995444074,-0.8102302288,-2.588740569,0.7391889898,0.4588784133,-0.02907751075,-1.328960736,1.232311499,-0.9734435878
1.311442983,0.1571547915,1.071563885,0.7663148156,1.316393037,0.9208940366,0.739212372,-0.5497711776,0.3943830488,1.364937591,-1.645043003,0.4628017121
-0.7771131234,-1.201670384,-0.07116470941,-0.9444775045,-0.4023290967,2.073851235,-1.521446945,-0.8735524582,-2.509058942,-2.097005869,-1.039583527,-0.5986871072
-0.8538282289,0.3153289292,-1.417946511,-1.689428397,0.04207894266,-1.25212241,0.086705086,-1.122418655,0.274090947,-0.7060997496,-0.6314064532,0.6635263552
-0.3143310416,1.197378517,0.8419939413,-0.6488217871,0.1793267125,-0.3168171011,0.130440668,1.329805092,0.02405373315,1.636337012,0.6820933923,0.3007147474
0.8498504301,-0.8811930825,-1.280652708,0.9257922147,-0.5401275798,-0.4906181752,-0.9946361255,-1.652067532,0.08568490983,0.02039413659,-0.736775466,0.8613733345
-0.1641023284,-0.5553442773,1.547560617,1.794837241,-0.8970234696,0.1390904365,-1.598732358,-1.195583247,-0.6316947767,0.9383721922,-1.060570324,0.01925161303
-0.4216931111,0.08375235224,0.1948089072,-1.629035363,0.09278727654,0.7269701886,-0.07065926361,-0.945445966,0.1631043928,-2.57998183,-0.8348927411,1.353049427
-0.8822153068,-0.7713018199,-0.519435959,-0.9806437772,1.578375361,-0.2253980764,-0.9214002524,-1.044422286,-0.1003803438,0.07781448377,-1.366900411,-1.334383937
-1.288399995,-1.306550242,-0.3086711187,0.8188758941,-0.8289036864,-0.4493676172,0.06186160088,1.408067619,-0.890764029,-1.599910281,0.3482556558,0.04735663405
-0.006264297003,-1.387826094,1.627962223,-0.9226798395,0.2841660404,0.3125499927,-1.288838276,1.226795405,1.868560753,-2.114711834,0.09130832516,-1.611921428
0.6445735741,-0.04534722214,1.414265784,-0.6756030336,0.2175772763,-0.02764407487,0.9845245882,-1.779165333,-0.5196520325,-0.3404247582,-0.585126778,0.2167016185
1.200806495,0.7521439996,0.3318124358,-0.05384423767,-0.34694419,0.8862796971,1.316073611,-0.1541190736,-0.03911843182,1.099515491,-0.2002898873,1.04306571
-0.9967809431,-1.573309771,-0.3142303134,-0.5008636621,-1.076275769,-0.9035943803,-0.1538053539,1.240639784,-0.07701137662,0.2819883178,0.7713249662,0.2864902035
-0.1466215833,1.228899238,2.769060197,0.9465510658,1.307713813,-0.1638863939,-1.082280868,-0.5648241957,-1.59150495,-0.8919185926,-0.6889031966,-0.04824241194
-0.4633822403,0.3608174317,-0.9343757905,-0.2616362794,1.043094726,1.145175566,1.290850267,0.7908696573,1.740188673,0.9699496877,-0.4629946891,0.6485205715
-0.3920104721,-0.5529663834,-1.661217669,-0.6178799245,-1.828163942,-1.168661104,-0.512001634,-0.7156915481,-1.015429919,0.2826860799,-0.4656857262,-0.3121907801
-0.7985538103,0.5711269568,-0.3718469631,-0.05866811098,-2.111068619,-0.6707470408,-1.706934676,-1.727697011,-0.5776133486,-0.3768362023,0.004655698543,1.160326035
-1.309341056,0.07384460521,0.3455166374,0.3168308087,0.1952091881,-0.5375674256,2.367779453,1.394353223,1.057848942,0.7811502193,0.456582761,0.2488102363
-2.772173883,-1.128591122,-0.5846061153,-0.6592361746,1.518407906,0.2851646743,-0.3611304818,-1.252803879,-0.6449766787,1.254455975,-0.2414238452,-0.6176547347
-0.5681935291,-0.6266135058,1.355359985,-0.002699694141,0.6643386825,1.472505558,-0.08950990038,0.2194207558,-0.8005139431,-0.8242478874,-0.6201711174,-0.2056553882
0.7000465122,0.3071790532,0.181105479,0.8340977377,-1.017886188,2.044832622,1.408967496,0.704161453,-0.5463631084,2.019974416,1.012664079,0.4085187209
0.7328551646,1.253688705,0.7622117995,2.749647997,0.2364434653,0.419479604,1.24939067,-0.7870890193,-2.485296858,0.1299756803,0.4727080173,0.8549202453
1.564956635,-1.425837836,-1.312750001,-0.2563338797,-0.2208563372,0.75241934,0.6896401245,1.663552482,2.21420806,-0.6466876019,1.008833417,-0.01360916308
0.536034999,-0.6361798328,0.2639521621,0.4377961918,-0.4059968331,0.4895620683,-0.8457642077,-0.2572510221,0.3583954653,-1.142775939,0.02364331436,-1.915140543
0.7322700137,0.06352178593,-1.198890763,-1.556918066,-1.896964063,0.4770322199,0.3937224178,0.007424530384,-0.109780168,2.810353344,1.454920218,0.4261823603
-1.228445872,-0.5397585068,1.660618606,1.155821548,1.333514989,-0.6476090065,-0.9599853187,-0.195252437,-1.240804271,-1.022301748,-0.5363687805,0.06581345234
0.6713526238,0.5352040032,0.7647091055,1.657912251,-0.9570758925,-0.7565088497,-0.5512758649,0.1859322276,0.4994288343,-0.9570312838,0.9183185598,-0.4704449355
0.4171453909,0.8082222042,0.3510867166,0.3614066547,1.985840679,-0.1536396743,0.2037829023,0.1832809039,-0.1067696688,0.2404383353,-0.9407728383,-0.9333355654
0.711382509,0.9998898484,-1.183957315,-0.2444428014,2.158271975,0.2779606202,2.101897,-0.1452171893,1.710495638,0.9393507027,1.730755643,1.118741335
-1.073150615,-1.078553362,-0.4995182829,-1.605613707,-2.514599347,-1.038067947,0.03897825258,-1.269503283,-0.7336091007,-0.1459769371,-1.851478771,-1.446925798
-0.8714013803,-2.486422028,1.445557996,2.372019493,-2.011592432,-0.5435420695,-1.440295192,-1.113066422,-0.437822602,-0.4996221764,0.4953678834,-1.809800671
0.6014364018,-0.6074219618,-1.066528454,-0.4846652767,0.262236194,-0.1114284615,0.5704841469,-1.471991969,-1.70385549,-0.33389843,0.2607421382,1.705111304
0.5986757403,-0.4359486513,0.1476969723,0.3246144115,-0.02464120425,-0.879865356,0.60536044,0.4526595667,0.2898430223,-1.682522836,1.312271164,-0.7799431878
-0.2149471196,0.5246451375,0.9229338508,-1.439107921,-0.5639338812,0.1062212572,1.536189338,0.608210785,0.7762774185,-1.873732366,-0.3589786262,-0.03962359533
-0.08575690461,0.7266184798,0.8975206261,-0.664020678,0.3719281971,-0.07950088718,0.697156632,0.4154742862,0.6621479118,-0.3518405352,-0.0641918879,0.2947969096
-0.4493341317,-0.6938064922,1.58702394,-0.8999517557,0.1837071373,-0.6626306871,-0.351286036,0.525568895,2.399708511,-0.164254877,1.620180198,-0.1901336107
0.2902845024,0.102044484,-1.145546623,-0.1774549569,-0.1831579841,-1.268486079,-1.467485964,-0.6850147302,-0.5215438482,-1.667688298,-1.091234795,-0.8189233117
2.249676887,-0.6276017345,0.6747998896,1.129643767,2.029406456,-0.1054948337,1.382902971,-0.7537717806,-0.8301816557,3.29678642,-0.9080960197,1.159066323
-0.886319133,-1.281239834,-0.3199291757,0.2981888523,-1.003714193,-0.4793038609,1.13058746,-2.011179791,-0.911391915,-0.107514669,0.255277269,-0.9682849662
-1.519030299,-0.9728664569,-0.07200985587,0.1144265286,-1.332531332,0.05311416242,-0.1291712043,-0.5493540789,-0.2629462795,-0.8745162653,-1.119672421,-1.596122831
0.1637010482,0.1097316298,2.144514599,0.7503539683,1.262750371,0.2460447241,-0.4941042961,0.1735055281,-0.9418579499,0.7169671704,-0.7268355702,1.928500106
0.2140937693,0.5446005412,1.262041135,0.9862648794,0.2731678023,1.5365595,2.083994392,1.188542372,-0.6348269071,1.535990659,0.6849897986,0.923991161
0.1074124728,1.066648331,0.5511235848,1.513743105,-0.09733255032,-0.7907828882,-1.693613237,-0.8691859747,-1.844781434,0.3854163077,0.007599844205,-0.7344932559
1.465918149,1.437054553,2.637733094,1.408571165,0.4837270931,0.5596300814,-1.802188342,0.2097118784,0.7681884738,-0.3222698771,0.07559981308,0.3557642332
0.08808431866,-0.6339884727,0.1178179885,-0.3258931327,1.624185097,1.305022667,1.612751054,1.989260948,0.01813089501,0.8366684837,1.005503659,1.906152399
-0.4215712211,1.23504802,0.799717424,-0.4436072203,0.3442031268,-0.6649393591,-0.757953303,0.1970435799,-0.3810086022,-1.77648951,0.8065474281,0.2678222277
1.413084532,-0.1903147034,-0.2689565986,0.9358041552,-0.243456745,1.156695462,-0.4707887709,-0.7496429692,-0.2964726333,0.1296075039,-0.1078618515,1.424495254
-1.526506699,-0.4938356133,1.001789303,-0.4842908573,-1.277058557,-0.3242047895,0.1952898609,0.3132321662,-1.600783883,0.6623320371,-1.620842086,-0.3666564149
0.08477514276,-1.283763249,-1.042663424,-2.405753465,-0.9986149081,-0.3786549031,-0.2085125629,-0.06834720259,-0.8407386191,0.1041669942,-0.3023667822,0.09851763219
-0.8715871416,1.183060822,0.144908681,-1.051830077,0.9363166738,1.111943224,0.1456499321,-1.763539939,-0.9810335494,-1.658522957,0.3764792482,-0.048750235
0.4470124779,-0.8299227979,0.6654247234,0.7083658706,-0.1738028299,-0.7784925069,-0.8900132943,-0.8816598448,1.179030006,0.0576940095,-0.7331072067,-0.2118551014
1.086760977,1.564461642,1.489613195,0.4019109761,1.465661582,0.9925250921,0.991141836,-0.4993703885,-0.8743738586,-0.2725730458,0.0999946171,1.774035118
0.309283926,0.5953055777,-1.56856032,0.8003789574,0.4917867648,0.2941853465,0.99241191,-1.357113139,0.1957324301,0.2437235594,0.7003378978,-0.225595599
0.1536161217,0.7904617142,-0.6464582917,0.3188345926,1.319240372,0.2755133661,-0.1100942233,-0.02783371259,2.121244699,0.5275432548,0.09550411325,1.017084515
-0.2692792048,0.4570391735,0.5981186721,-0.05369808733,-0.483612691,0.9433884863,-0.384112296,-0.007766484282,1.206119765,-0.5801344928,1.966072447,-1.314888265
1.546191652,0.3695682335,0.5040976485,-0.9235539027,0.1045468481,1.179853033,0.3253024567,0.9319115927,-0.7387699933,0.0917796453,1.324498425,-0.4117721161
0.4497228635,-0.5729257811,1.36867409,0.7576669171,-0.5198955078,0.09223042472,0.3461161215,-0.8082865203,1.330493072,-0.2819048486,1.132414772,-0.0340840481
0.9309753356,0.2078334219,0.6343961039,1.562658291,-0.01881846915,-0.001956859221,0.4362049736,0.4767575518,1.189147022,-1.779879729,-0.8705495119,0.901482979
-0.5385386417,-1.123828087,-0.3061369375,0.8816394881,-1.80504079,1.058005987,0.2759611473,0.8710919047,1.003411878,1.645466601,0.701854766,0.5165616209
-0.01702829014,0.7433799537,-0.2117391896,-0.08574585614,0.4720186432,0.2940755448,1.334313169,-1.171991183,0.6091177077,-0.1105368167,-0.3234744176,0.5149337337
0.4314331503,0.3902701571,0.5520550596,-0.8212774747,-0.6654883308,0.1703064657,-0.2250664633,-0.5378132966,-0.253788275,1.279445974,0.6835115722,0.4479666048
